inventory_id,store_id,product_id,quantity_on_hand,reorder_level,aisle_number,shelf_number,last_updated
995,4,245,43,20,A2,2,2026-08-01 08:00:00
996,4,246,178,20,A6,3,2026-08-01 08:00:00
997,4,247,76,20,A5,5,2026-08-01 08:00:00
998,4,248,102,20,A5,5,2026-08-01 08:00:00
999,4,249,126,20,A1,2,2026-08-01 08:00:00
1000,4,250,47,20,A1,1,2026-08-01 08:00:00
1001,5,1,138,20,A7,4,2026-08-01 08:00:00
1002,5,2,85,20,A8,5,2026-08-01 08:00:00
1003,5,3,131,20,A4,5,2026-08-01 08:00:00
1004,5,4,60,20,A8,5,2026-08-01 08:00:00
1005,5,5,73,20,A8,1,2026-08-01 08:00:00
1006,5,6,156,20,A8,4,2026-08-01 08:00:00
1007,5,7,99,20,A3,5,2026-08-01 08:00:00
1008,5,8,106,20,A7,2,2026-08-01 08:00:00
1009,5,9,124,20,A6,4,2026-08-01 08:00:00
1010,5,10,9,20,A2,3,2026-08-01 08:00:00
1011,5,11,162,20,A3,3,2026-08-01 08:00:00
1012,5,12,129,20,A3,5,2026-08-01 08:00:00
1013,5,13,66,20,A2,3,2026-08-01 08:00:00
1014,5,14,58,20,A8,4,2026-08-01 08:00:00
1015,5,15,145,20,A4,5,2026-08-01 08:00:00
1016,5,16,80,20,A7,1,2026-08-01 08:00:00
1017,5,17,5,20,A7,4,2026-08-01 08:00:00
1018,5,18,127,20,A4,2,2026-08-01 08:00:00
1019,5,19,59,20,A8,1,2026-08-01 08:00:00
1020,5,20,158,20,A2,4,2026-08-01 08:00:00
1021,5,21,85,20,A7,1,2026-08-01 08:00:00
1022,5,22,67,20,A7,3,2026-08-01 08:00:00
1023,5,23,166,20,A1,1,2026-08-01 08:00:00
1024,5,24,95,20,A1,2,2026-08-01 08:00:00
1025,5,25,78,20,A5,4,2026-08-01 08:00:00
1026,5,26,154,20,A6,3,2026-08-01 08:00:00
1027,5,27,117,20,A7,3,2026-08-01 08:00:00
1028,5,28,62,20,A7,2,2026-08-01 08:00:00
1029,5,29,115,20,A1,1,2026-08-01 08:00:00
1030,5,30,131,20,A5,1,2026-08-01 08:00:00
1031,5,31,100,20,A7,3,2026-08-01 08:00:00
1032,5,32,137,20,A7,5,2026-08-01 08:00:00
1033,5,33,94,20,A8,2,2026-08-01 08:00:00
1034,5,34,10,20,A7,3,2026-08-01 08:00:00
1035,5,35,146,20,A3,2,2026-08-01 08:00:00
1036,5,36,42,20,A1,2,2026-08-01 08:00:00
1037,5,37,164,20,A3,1,2026-08-01 08:00:00
1038,5,38,75,20,A7,4,2026-08-01 08:00:00
1039,5,39,148,20,A8,5,2026-08-01 08:00:00
1040,5,40,148,20,A8,4,2026-08-01 08:00:00
1041,5,41,130,20,A7,5,2026-08-01 08:00:00
1042,5,42,41,20,A4,5,2026-08-01 08:00:00
1043,5,43,108,20,A6,1,2026-08-01 08:00:00
1044,5,44,49,20,A6,1,2026-08-01 08:00:00
1045,5,45,163,20,A2,2,2026-08-01 08:00:00
1046,5,46,174,20,A5,4,2026-08-01 08:00:00
1047,5,47,172,20,A2,2,2026-08-01 08:00:00
1048,5,48,160,20,A2,5,2026-08-01 08:00:00
1049,5,49,119,20,A6,5,2026-08-01 08:00:00
1050,5,50,42,20,A8,5,2026-08-01 08:00:00
1051,5,51,8,20,A6,3,2026-08-01 08:00:00
1052,5,52,114,20,A5,5,2026-08-01 08:00:00
1053,5,53,106,20,A8,5,2026-08-01 08:00:00
1054,5,54,83,20,A5,5,2026-08-01 08:00:00
1055,5,55,46,20,A2,2,2026-08-01 08:00:00
1056,5,56,169,20,A5,3,2026-08-01 08:00:00
1057,5,57,73,20,A5,3,2026-08-01 08:00:00
1058,5,58,43,20,A3,5,2026-08-01 08:00:00
1059,5,59,78,20,A6,2,2026-08-01 08:00:00
1060,5,60,106,20,A4,4,2026-08-01 08:00:00
1061,5,61,86,20,A1,3,2026-08-01 08:00:00
1062,5,62,61,20,A3,4,2026-08-01 08:00:00
1063,5,63,145,20,A4,4,2026-08-01 08:00:00
1064,5,64,82,20,A6,1,2026-08-01 08:00:00
1065,5,65,107,20,A2,1,2026-08-01 08:00:00
1066,5,66,82,20,A8,3,2026-08-01 08:00:00
1067,5,67,161,20,A4,4,2026-08-01 08:00:00
1068,5,68,9,20,A5,2,2026-08-01 08:00:00
1069,5,69,175,20,A1,3,2026-08-01 08:00:00
1070,5,70,154,20,A6,5,2026-08-01 08:00:00
1071,5,71,50,20,A6,4,2026-08-01 08:00:00
1072,5,72,109,20,A5,1,2026-08-01 08:00:00
1073,5,73,105,20,A7,4,2026-08-01 08:00:00
1074,5,74,101,20,A4,5,2026-08-01 08:00:00
1075,5,75,126,20,A3,3,2026-08-01 08:00:00
1076,5,76,2,20,A2,1,2026-08-01 08:00:00
1077,5,77,145,20,A2,4,2026-08-01 08:00:00
1078,5,78,129,20,A5,3,2026-08-01 08:00:00
1079,5,79,11,20,A2,1,2026-08-01 08:00:00
1080,5,80,95,20,A2,1,2026-08-01 08:00:00
1081,5,81,62,20,A3,4,2026-08-01 08:00:00
1082,5,82,87,20,A3,3,2026-08-01 08:00:00
1083,5,83,115,20,A2,4,2026-08-01 08:00:00
1084,5,84,110,20,A6,3,2026-08-01 08:00:00
1085,5,85,14,20,A2,3,2026-08-01 08:00:00
1086,5,86,55,20,A6,1,2026-08-01 08:00:00
1087,5,87,106,20,A5,2,2026-08-01 08:00:00
1088,5,88,152,20,A4,5,2026-08-01 08:00:00
1089,5,89,140,20,A8,1,2026-08-01 08:00:00
1090,5,90,76,20,A7,2,2026-08-01 08:00:00
1091,5,91,67,20,A5,1,2026-08-01 08:00:00
1092,5,92,48,20,A5,4,2026-08-01 08:00:00
1093,5,93,44,20,A3,1,2026-08-01 08:00:00
1094,5,94,49,20,A5,2,2026-08-01 08:00:00
1095,5,95,124,20,A1,5,2026-08-01 08:00:00
1096,5,96,165,20,A7,1,2026-08-01 08:00:00
1097,5,97,178,20,A7,4,2026-08-01 08:00:00
1098,5,98,71,20,A6,3,2026-08-01 08:00:00
1099,5,99,117,20,A2,3,2026-08-01 08:00:00
1100,5,100,176,20,A6,1,2026-08-01 08:00:00
1101,5,101,157,20,A5,2,2026-08-01 08:00:00
1102,5,102,10,20,A1,4,2026-08-01 08:00:00
1103,5,103,88,20,A7,1,2026-08-01 08:00:00
1104,5,104,131,20,A8,2,2026-08-01 08:00:00
1105,5,105,2,20,A4,4,2026-08-01 08:00:00
1106,5,106,139,20,A5,4,2026-08-01 08:00:00
1107,5,107,176,20,A8,1,2026-08-01 08:00:00
1108,5,108,49,20,A6,1,2026-08-01 08:00:00
1109,5,109,143,20,A8,5,2026-08-01 08:00:00
1110,5,110,78,20,A4,1,2026-08-01 08:00:00
1111,5,111,49,20,A8,1,2026-08-01 08:00:00
1112,5,112,160,20,A1,2,2026-08-01 08:00:00
1113,5,113,12,20,A1,3,2026-08-01 08:00:00
1114,5,114,64,20,A3,5,2026-08-01 08:00:00
1115,5,115,56,20,A2,1,2026-08-01 08:00:00
1116,5,116,167,20,A4,1,2026-08-01 08:00:00
1117,5,117,91,20,A7,3,2026-08-01 08:00:00
1118,5,118,70,20,A3,3,2026-08-01 08:00:00
1119,5,119,14,20,A1,5,2026-08-01 08:00:00
1120,5,120,84,20,A2,3,2026-08-01 08:00:00
1121,5,121,76,20,A3,3,2026-08-01 08:00:00
1122,5,122,82,20,A1,2,2026-08-01 08:00:00
1123,5,123,65,20,A7,2,2026-08-01 08:00:00
1124,5,124,44,20,A2,1,2026-08-01 08:00:00
1125,5,125,41,20,A2,5,2026-08-01 08:00:00
1126,5,126,112,20,A8,2,2026-08-01 08:00:00
1127,5,127,92,20,A5,5,2026-08-01 08:00:00
1128,5,128,155,20,A3,5,2026-08-01 08:00:00
1129,5,129,49,20,A8,5,2026-08-01 08:00:00
1130,5,130,62,20,A5,3,2026-08-01 08:00:00
1131,5,131,5,20,A4,1,2026-08-01 08:00:00
1132,5,132,175,20,A6,5,2026-08-01 08:00:00
1133,5,133,169,20,A4,3,2026-08-01 08:00:00
1134,5,134,53,20,A3,4,2026-08-01 08:00:00
1135,5,135,167,20,A1,1,2026-08-01 08:00:00
1136,5,136,6,20,A4,4,2026-08-01 08:00:00
1137,5,137,104,20,A8,1,2026-08-01 08:00:00
1138,5,138,66,20,A3,2,2026-08-01 08:00:00
1139,5,139,47,20,A2,1,2026-08-01 08:00:00
1140,5,140,100,20,A6,4,2026-08-01 08:00:00
1141,5,141,90,20,A6,2,2026-08-01 08:00:00
1142,5,142,68,20,A2,2,2026-08-01 08:00:00
1143,5,143,145,20,A7,2,2026-08-01 08:00:00
1144,5,144,58,20,A8,1,2026-08-01 08:00:00
1145,5,145,151,20,A8,2,2026-08-01 08:00:00
1146,5,146,139,20,A8,2,2026-08-01 08:00:00
1147,5,147,131,20,A4,3,2026-08-01 08:00:00
1148,5,148,11,20,A1,3,2026-08-01 08:00:00
1149,5,149,74,20,A8,4,2026-08-01 08:00:00
1150,5,150,147,20,A6,2,2026-08-01 08:00:00
1151,5,151,115,20,A3,5,2026-08-01 08:00:00
1152,5,152,98,20,A8,2,2026-08-01 08:00:00
1153,5,153,15,20,A8,3,2026-08-01 08:00:00
1154,5,154,43,20,A4,2,2026-08-01 08:00:00
1155,5,155,123,20,A4,5,2026-08-01 08:00:00
1156,5,156,78,20,A1,4,2026-08-01 08:00:00
1157,5,157,51,20,A8,5,2026-08-01 08:00:00
1158,5,158,48,20,A7,4,2026-08-01 08:00:00
1159,5,159,65,20,A4,1,2026-08-01 08:00:00
1160,5,160,43,20,A7,2,2026-08-01 08:00:00
1161,5,161,73,20,A4,1,2026-08-01 08:00:00
1162,5,162,44,20,A5,2,2026-08-01 08:00:00
1163,5,163,157,20,A1,4,2026-08-01 08:00:00
1164,5,164,158,20,A7,2,2026-08-01 08:00:00
1165,5,165,134,20,A1,1,2026-08-01 08:00:00
1166,5,166,138,20,A6,5,2026-08-01 08:00:00
1167,5,167,48,20,A5,5,2026-08-01 08:00:00
1168,5,168,178,20,A4,1,2026-08-01 08:00:00
1169,5,169,125,20,A1,5,2026-08-01 08:00:00
1170,5,170,2,20,A2,4,2026-08-01 08:00:00
1171,5,171,133,20,A1,3,2026-08-01 08:00:00
1172,5,172,133,20,A2,5,2026-08-01 08:00:00
1173,5,173,92,20,A6,2,2026-08-01 08:00:00
1174,5,174,178,20,A8,5,2026-08-01 08:00:00
1175,5,175,93,20,A4,3,2026-08-01 08:00:00
1176,5,176,130,20,A7,3,2026-08-01 08:00:00
1177,5,177,53,20,A6,4,2026-08-01 08:00:00
1178,5,178,164,20,A2,4,2026-08-01 08:00:00
1179,5,179,176,20,A5,4,2026-08-01 08:00:00
1180,5,180,134,20,A2,2,2026-08-01 08:00:00
1181,5,181,157,20,A7,2,2026-08-01 08:00:00
1182,5,182,113,20,A2,1,2026-08-01 08:00:00
1183,5,183,82,20,A3,4,2026-08-01 08:00:00
1184,5,184,78,20,A1,3,2026-08-01 08:00:00
1185,5,185,146,20,A3,4,2026-08-01 08:00:00
1186,5,186,128,20,A1,3,2026-08-01 08:00:00
1187,5,187,3,20,A1,2,2026-08-01 08:00:00
1188,5,188,173,20,A7,5,2026-08-01 08:00:00
1189,5,189,127,20,A6,4,2026-08-01 08:00:00
1190,5,190,175,20,A8,4,2026-08-01 08:00:00
1191,5,191,117,20,A5,2,2026-08-01 08:00:00
1192,5,192,106,20,A6,3,2026-08-01 08:00:00
1193,5,193,52,20,A5,4,2026-08-01 08:00:00
1194,5,194,82,20,A3,5,2026-08-01 08:00:00
1195,5,195,113,20,A3,2,2026-08-01 08:00:00
1196,5,196,81,20,A1,3,2026-08-01 08:00:00
1197,5,197,72,20,A6,2,2026-08-01 08:00:00
1198,5,198,92,20,A1,3,2026-08-01 08:00:00
1199,5,199,128,20,A8,5,2026-08-01 08:00:00
1200,5,200,81,20,A2,1,2026-08-01 08:00:00
1201,5,201,143,20,A3,4,2026-08-01 08:00:00
1202,5,202,121,20,A6,3,2026-08-01 08:00:00
1203,5,203,161,20,A3,5,2026-08-01 08:00:00
1204,5,204,7,20,A2,4,2026-08-01 08:00:00
1205,5,205,50,20,A2,3,2026-08-01 08:00:00
1206,5,206,46,20,A4,4,2026-08-01 08:00:00
1207,5,207,131,20,A1,5,2026-08-01 08:00:00
1208,5,208,89,20,A4,3,2026-08-01 08:00:00
1209,5,209,10,20,A8,1,2026-08-01 08:00:00
1210,5,210,171,20,A8,3,2026-08-01 08:00:00
1211,5,211,170,20,A6,4,2026-08-01 08:00:00
1212,5,212,77,20,A7,3,2026-08-01 08:00:00
1213,5,213,138,20,A5,3,2026-08-01 08:00:00
1214,5,214,129,20,A8,5,2026-08-01 08:00:00
1215,5,215,62,20,A8,4,2026-08-01 08:00:00
1216,5,216,153,20,A7,4,2026-08-01 08:00:00
1217,5,217,75,20,A2,2,2026-08-01 08:00:00
1218,5,218,93,20,A6,1,2026-08-01 08:00:00
1219,5,219,136,20,A7,3,2026-08-01 08:00:00
1220,5,220,146,20,A8,5,2026-08-01 08:00:00
1221,5,221,5,20,A3,4,2026-08-01 08:00:00
1222,5,222,114,20,A1,3,2026-08-01 08:00:00
1223,5,223,117,20,A8,2,2026-08-01 08:00:00
1224,5,224,46,20,A3,3,2026-08-01 08:00:00
1225,5,225,116,20,A8,1,2026-08-01 08:00:00
1226,5,226,113,20,A8,2,2026-08-01 08:00:00
1227,5,227,47,20,A5,4,2026-08-01 08:00:00
1228,5,228,57,20,A6,5,2026-08-01 08:00:00
1229,5,229,163,20,A5,4,2026-08-01 08:00:00
1230,5,230,70,20,A1,3,2026-08-01 08:00:00
1231,5,231,81,20,A3,3,2026-08-01 08:00:00
1232,5,232,158,20,A3,3,2026-08-01 08:00:00
1233,5,233,81,20,A6,4,2026-08-01 08:00:00
1234,5,234,131,20,A5,5,2026-08-01 08:00:00
1235,5,235,59,20,A3,1,2026-08-01 08:00:00
1236,5,236,82,20,A6,3,2026-08-01 08:00:00
1237,5,237,109,20,A6,1,2026-08-01 08:00:00
1238,5,238,11,20,A6,2,2026-08-01 08:00:00
1239,5,239,43,20,A5,3,2026-08-01 08:00:00
1240,5,240,164,20,A3,1,2026-08-01 08:00:00
1241,5,241,95,20,A4,2,2026-08-01 08:00:00
1242,5,242,174,20,A2,4,2026-08-01 08:00:00
1243,5,243,157,20,A2,2,2026-08-01 08:00:00
1244,5,244,44,20,A5,3,2026-08-01 08:00:00
1245,5,245,75,20,A6,2,2026-08-01 08:00:00
1246,5,246,15,20,A2,2,2026-08-01 08:00:00
1247,5,247,72,20,A3,2,2026-08-01 08:00:00
1248,5,248,118,20,A3,1,2026-08-01 08:00:00
1249,5,249,148,20,A2,1,2026-08-01 08:00:00
1250,5,250,44,20,A7,1,2026-08-01 08:00:00
